"filename","id","refseq_species","ANI_species_group","fabv_detected","type_strain","total_contigs","total_length","N50","Completeness","Contamination","overall_quality","refseq_description"
"GCF_003143815.1_ASM314381v1_genomic.fna","NZ_QFRM01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,108,6780687,222705,99.68,0.17,98.83,"Pseudomonas aeruginosa strain PAL1.1, whole genome shotgun sequence"
"GCF_003176655.1_ASM317665v1_genomic.fna","NZ_QGSL01000035.1","pseudomonas_sp.","citronellolis_group",1,0,50,7324496,1606954,99.18,2.14,88.48,"Pseudomonas sp. RW407 NODE_104_LENGTH_282_COV_81.163124, whole genome shotgun sequence"
"GCF_003176695.1_ASM317669v1_genomic.fna","NZ_QGSM01000047.1","pseudomonas_sp.","aeruginosa",1,0,53,6520989,3535839,99.6,0.08,99.2,"Pseudomonas sp. RW410 NODE_107_LENGTH_450_COV_46.515556, whole genome shotgun sequence"
"GCF_003184125.1_ASM318412v1_genomic.fna","NZ_QHHP01000037.1","pseudomonas_sp.","chlororaphis",1,0,34,7151760,1017871,100,0.89,95.55,"Pseudomonas sp. RW409 NODE_100_length_206_cov_59.689320, whole genome shotgun sequence"
"GCF_003185875.1_ASM318587v1_genomic.fna","NZ_QHLE01000100.1","pseudomonas_aeruginosa","aeruginosa",1,0,98,6967886,146935,99.68,0.9,95.18,"Pseudomonas aeruginosa strain 11987-2-5 NODE_100_length_468_cov_33.2111, whole genome shotgun sequence"
"GCF_003186455.1_ASM318645v1_genomic.fna","NZ_QHLT01000081.1","pseudomonas_aeruginosa","aeruginosa",1,0,281,6994210,71965,99.6,0.8,95.6,"Pseudomonas aeruginosa strain LIM1030 NODE_100_length_1532_cov_3002.767090, whole genome shotgun sequence"
"GCF_003193645.1_ASM319364v1_genomic.fna","NZ_CP029660.1","pseudomonas_aeruginosa","aeruginosa",1,0,1,6475581,6475581,100,0.32,98.4,"Pseudomonas aeruginosa strain AR_0446 chromosome, complete genome"
"GCF_003194245.1_ASM319424v1_genomic.fna","NZ_CP023255.1","pseudomonas_aeruginosa","aeruginosa",1,0,1,6859232,6859232,99.68,0.4,97.68,"Pseudomonas aeruginosa strain CCUG 70744 chromosome, complete genome"
"GCF_003201385.1_ASM320138v1_genomic.fna","NZ_QICP01000001.1","pseudomonas_sp.","syringae",0,0,56,5895985,243392,99.68,0.29,98.23,"Pseudomonas sp. NP28-5 Ga0215793_101, whole genome shotgun sequence"
"GCF_003202055.1_ASM320205v1_genomic.fna","NZ_QJKE01000001.1","pseudomonas_sp.","chlororaphis",1,0,99,7022592,178626,100,0.42,97.9,"Pseudomonas sp. LAMO17WK12:I9 H160DRAFT_scaffold00001.1, whole genome shotgun sequence"
"GCF_003202095.1_ASM320209v1_genomic.fna","NZ_QJKG01000001.1","pseudomonas_sp.","monteilii",1,0,24,5665646,437269,100,0.14,99.3,"Pseudomonas sp. LAIL14HWK12:I1 D906DRAFT_scaffold00001.1, whole genome shotgun sequence"
"GCF_003202995.1_ASM320299v1_genomic.fna","NZ_BGKA01000001.1","pseudomonas_syringae","avellanae",0,0,270,6214076,46386,100,0.19,99.05,"Pseudomonas syringae pv. actinidiae strain MAFF212211, whole genome shotgun sequence"
"GCF_003204335.1_ASM320433v1_genomic.fna","NZ_CP029745.1","pseudomonas_aeruginosa","aeruginosa",1,0,1,6799785,6799785,99.68,0.45,97.43,"Pseudomonas aeruginosa strain AR_0110 chromosome, complete genome"
"GCF_003204365.1_ASM320436v1_genomic.fna","NZ_QJPA01000081.1","pseudomonas_aeruginosa","aeruginosa",1,0,197,6734082,94821,99.47,0.51,96.92,"Pseudomonas aeruginosa strain LIM1136 NODE_100_length_54163_cov_58.741390, whole genome shotgun sequence"
"GCF_003204515.1_ASM320451v1_genomic.fna","NZ_QJPG01000077.1","pseudomonas_aeruginosa","aeruginosa",1,0,179,6727844,108545,99.68,0.45,97.43,"Pseudomonas aeruginosa strain LIM1209 NODE_100_length_40125_cov_63.318481, whole genome shotgun sequence"
"GCF_003205305.1_ASM320530v1_genomic.fna","NZ_QJRO01000010.1","pseudomonas_soli","soli",1,0,52,5770938,257006,99.6,0.22,98.5,"Pseudomonas soli strain LBp-160603 NODE_10_length_178903_cov_17.863522, whole genome shotgun sequence"
"GCF_003205395.1_ASM320539v1_genomic.fna","NZ_QJRU01000010.1","pseudomonas_fulva","fulva",1,0,40,4867851,192201,99.68,0.22,98.58,"Pseudomonas fulva strain LB-090714 NODE_10_length_162174_cov_32.034348, whole genome shotgun sequence"
"GCF_003205415.1_ASM320541v1_genomic.fna","NZ_QJRV01000010.1","pseudomonas_fulva","fulva",1,0,47,4879653,195517,99.98,0.22,98.88,"Pseudomonas fulva strain 57B-090714 NODE_10_length_160910_cov_22.777607, whole genome shotgun sequence"
"GCF_003205475.1_ASM320547v1_genomic.fna","NZ_QJRQ01000010.1","pseudomonas_soli","soli",1,0,57,5496500,247468,99.68,0.35,97.93,"Pseudomonas soli strain 57B-090714 NODE_10_length_214477_cov_20.027936, whole genome shotgun sequence"
"GCF_003205905.1_ASM320590v1_genomic.fna","NZ_QJTV01000099.1","pseudomonas_syringae","syringae",0,0,149,6417352,338366,100,2.53,87.35,"Pseudomonas syringae pv. syringae strain B728a NODE_100_length_709_cov_2.31615_ID_4380, whole genome shotgun sequence"
"GCF_003205935.1_ASM320593v1_genomic.fna","NZ_QJTW01000100.1","pseudomonas_syringae","syringae",0,0,266,6338916,167434,100,2.83,85.85,"Pseudomonas syringae pv. pisi strain 1456A NODE_100_length_1239_cov_8.24011_ID_7499, whole genome shotgun sequence"
"GCF_003205955.1_ASM320595v1_genomic.fna","NZ_QJTU01000001.1","pseudomonas_syringae","avellanae",0,0,6,6703867,5287828,94.76,0.59,91.81,"Pseudomonas syringae pv. maculicola strain 5422 tig00000000_pilon, whole genome shotgun sequence"
"GCF_003205965.1_ASM320596v1_genomic.fna","NZ_QJTX01000100.1","pseudomonas_syringae","syringae",0,0,230,6428522,185852,100,1.1,94.5,"Pseudomonas syringae pv. pisi strain 202 NODE_100_length_1532_cov_0.633452_ID_6697, whole genome shotgun sequence"
"GCF_003206535.1_ASM320653v1_genomic.fna","NZ_CP029707.1","pseudomonas_aeruginosa","aeruginosa",1,0,2,7042452,7038012,99.68,0.13,99.03,"Pseudomonas aeruginosa strain K34-7 chromosome, complete genome"
"GCF_003208135.1_ASM320813v1_genomic.fna","NZ_QKMP01000001.1","pseudomonas_sp.","monteilii",1,0,40,6037951,263142,100,0.51,97.45,"Pseudomonas sp. RV120224-01c N428DRAFT_scaffold00001.1, whole genome shotgun sequence"
"GCF_003208145.1_ASM320814v1_genomic.fna","NZ_QKMQ01000001.1","pseudomonas_sp.","monteilii",1,0,38,6042872,264962,100,0.51,97.45,"Pseudomonas sp. RV120224-01b N436DRAFT_scaffold00001.1, whole genome shotgun sequence"
"GCF_003208355.1_ASM320835v1_genomic.fna","NZ_QKLX01000001.1","pseudomonas_sp.","umsongensis",0,0,71,6847781,214328,100,0.72,96.4,"Pseudomonas sp. OV529 Ga0215807_101, whole genome shotgun sequence"
"GCF_003217435.1_ASM321743v1_genomic.fna","NZ_QJTQ01000001.1","pseudomonas_sp.","panacis",1,0,37,6593925,398191,100,1.3,93.5,"Pseudomonas sp. GV058 Ga0189752_101, whole genome shotgun sequence"
"GCF_003225665.1_ASM322566v1_genomic.fna","NZ_QKLN01000001.1","pseudomonas_sp.","saponiphila",1,0,47,6851505,271917,99.68,1.44,92.48,"Pseudomonas sp. TKO26 PairedContig_0, whole genome shotgun sequence"
"GCF_003225695.1_ASM322569v1_genomic.fna","NZ_QKLL01000001.1","pseudomonas_sp.","saponiphila",1,0,47,6851505,271917,99.68,1.44,92.48,"Pseudomonas sp. TKO30 PairedContig_0, whole genome shotgun sequence"
"GCF_003225705.1_ASM322570v1_genomic.fna","NZ_QKLO01000001.1","pseudomonas_sp.","saponiphila",1,0,47,6851505,271917,99.68,1.44,92.48,"Pseudomonas sp. TKO14 PairedContig_0, whole genome shotgun sequence"
"GCF_003225735.1_ASM322573v1_genomic.fna","NZ_QKLM01000001.1","pseudomonas_sp.","saponiphila",1,0,47,6851505,271917,99.68,1.44,92.48,"Pseudomonas sp. TKO29 PairedContig_0, whole genome shotgun sequence"
"GCF_003253455.1_ASM325345v1_genomic.fna","NZ_QKUC01000001.1","pseudomonas_sp.","syringae",0,0,52,6045976,210139,100,0.58,97.1,"Pseudomonas sp. NP10-3 Ga0215792_101, whole genome shotgun sequence"
"GCF_003253615.1_ASM325361v1_genomic.fna","NZ_QKYY01000001.1","pseudomonas_sp.","fulva",1,0,43,4718477,236232,100,0.11,99.45,"Pseudomonas sp. URIL14HWK12:I3 F477DRAFT_scaffold00001.1, whole genome shotgun sequence"
"GCF_003253635.1_ASM325363v1_genomic.fna","NZ_QKYX01000001.1","pseudomonas_sp.","fulva",1,0,93,4717612,108368,100,0.13,99.35,"Pseudomonas sp. URIL14HWK12:I2 F478DRAFT_scaffold00001.1, whole genome shotgun sequence"
"GCF_003253945.1_ASM325394v1_genomic.fna","NZ_QKZD01000001.1","pseudomonas_sp.","soli",1,0,31,5764459,427324,99.6,0.22,98.5,"Pseudomonas sp. 2848 Ga0255711_101, whole genome shotgun sequence"
"GCF_003255915.1_ASM325591v1_genomic.fna","NZ_QLAB01000053.1","pseudomonas_stutzeri","stutzeri",0,0,55,4680082,190752,99.68,0.84,95.48,"Pseudomonas stutzeri strain CM NODE_104_length_714_cov_471.719, whole genome shotgun sequence"
"GCF_003258395.1_ASM325839v1_genomic.fna","NZ_QFZI01000067.1","pseudomonas_sp.","salomonii",1,0,52,6537243,251387,99.96,0.4,97.96,"Pseudomonas sp. Leaf98 NODE_100_length_264_cov_48.903743, whole genome shotgun sequence"
"GCF_003260415.1_ASM326041v1_genomic.fna","NZ_QHCK01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,2,7178792,7141746,99.68,0.77,95.83,"Pseudomonas aeruginosa strain AR_0447 AR_447.contig.0_1, whole genome shotgun sequence"
"GCF_003267915.1_ASM326791v1_genomic.fna","NZ_LSFH01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,78,6865031,342404,99.68,2.86,85.38,"Pseudomonas aeruginosa strain PA130788 contig_1, whole genome shotgun sequence"
"GCF_003269315.1_ASM326931v1_genomic.fna","NZ_QLYU01000070.1","pseudomonas_sp.","alcaliphila_group",0,0,166,5591703,242468,99.79,1.97,89.94,"Pseudomonas sp. MDMC224 NODE_109_length_778_cov_1.0937, whole genome shotgun sequence"
"GCF_003269355.1_ASM326935v1_genomic.fna","NZ_QLYV01000023.1","pseudomonas_sp.","alcaliphila_group",0,0,122,5557664,99417,99.79,1.99,89.84,"Pseudomonas sp. MDMC216 1159, whole genome shotgun sequence"
"GCF_003269375.1_ASM326937v1_genomic.fna","NZ_QLYW01000001.1","pseudomonas_sp.","alcaliphila_group",0,0,97,5839369,122034,99.79,5.19,73.84,"Pseudomonas sp. MDMC17, whole genome shotgun sequence"
"GCF_003288335.1_ASM328833v1_genomic.fna","NZ_CP030351.1","pseudomonas_aeruginosa","aeruginosa",1,0,1,6303875,6303875,99.34,0.08,98.94,"Pseudomonas aeruginosa strain AR_460 chromosome, complete genome"
"GCF_003288355.1_ASM328835v1_genomic.fna","NZ_CP030328.1","pseudomonas_aeruginosa","aeruginosa",1,0,1,6540996,6540996,99.04,0.13,98.39,"Pseudomonas aeruginosa strain AR_455 chromosome, complete genome"
"GCF_003288435.1_ASM328843v1_genomic.fna","NZ_CP030327.1","pseudomonas_aeruginosa","aeruginosa",1,0,1,6685102,6685102,99.36,0.63,96.21,"Pseudomonas aeruginosa strain AR_458 chromosome, complete genome"
"GCF_003312935.1_ASM331293v1_genomic.fna","NZ_PPSO01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,95,6359167,202881,98.4,0.13,97.75,"Pseudomonas aeruginosa strain DLL7525 NODE1, whole genome shotgun sequence"
"GCF_003319235.1_ASM331923v1_genomic.fna","NZ_CP030861.1","pseudomonas_aeruginosa","aeruginosa",1,0,1,6876988,6876988,99.68,0.13,99.03,"Pseudomonas aeruginosa strain HS9 chromosome, complete genome"
"GCF_003321505.1_ASM332150v1_genomic.fna","NZ_PUQE01000017.1","pseudomonas_aeruginosa","aeruginosa",1,0,75,6580968,205318,99.68,0.08,99.28,"Pseudomonas aeruginosa strain GER_MD14_1510_Pae_083 PA-BIM083-S9-VE-DEU-2015-033-PK_S25_100, whole genome shotgun sequence"
"GCF_003324255.1_ASM332425v1_genomic.fna","NZ_QMGQ01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,1,6752712,6752712,99.68,0.11,99.13,"Pseudomonas aeruginosa strain AR_0459 AR_459.contig.0_1, whole genome shotgun sequence"
"GCF_003324275.1_ASM332427v1_genomic.fna","NZ_QMGP01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,2,7381251,7020885,99.32,1.2,93.32,"Pseudomonas aeruginosa strain AR_0457 AR_457.contig.0_1, whole genome shotgun sequence"
"GCF_003324295.1_ASM332429v1_genomic.fna","NZ_QMGO01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,1,7079305,7079305,99.68,0.45,97.43,"Pseudomonas aeruginosa strain AR_0456 AR_456.contig.0_1, whole genome shotgun sequence"
"GCF_003324385.1_ASM332438v1_genomic.fna","NZ_QMGL01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,6,6792240,6223626,99.44,0.13,98.79,"Pseudomonas aeruginosa strain AR_0449 AR_449.contig.0_1, whole genome shotgun sequence"
"GCF_003324405.1_ASM332440v1_genomic.fna","NZ_QMGI01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,2,7226502,7079170,99.68,0.4,97.68,"Pseudomonas aeruginosa strain AR_0241 AR_241.contig.0_1, whole genome shotgun sequence"
"GCF_003324465.1_ASM332446v1_genomic.fna","NZ_QMGJ01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,1,6418505,6418505,99.68,0.45,97.43,"Pseudomonas aeruginosa strain AR_0352 AR_352.contig.0_1, whole genome shotgun sequence"
"GCF_003324555.1_ASM332455v1_genomic.fna","NZ_QOLE01000010.1","pseudomonas_aeruginosa","aeruginosa",1,0,9,6803757,1895380,99.68,0.08,99.28,"Pseudomonas aeruginosa strain TUEPA7472 scaffold10_size362, whole genome shotgun sequence"
"GCF_003325515.1_ASM332551v1_genomic.fna","NZ_QORD01000170.1","pseudomonas_aeruginosa","aeruginosa",1,0,261,6981062,76399,99.68,0.43,97.53,"Pseudomonas aeruginosa strain G1-402 HC_402109_S35_R1_001_contig_1, whole genome shotgun sequence"
"GCF_003325535.1_ASM332553v1_genomic.fna","NZ_QORB01000050.1","pseudomonas_aeruginosa","aeruginosa",1,0,238,6847161,72552,99.04,0.5,96.54,"Pseudomonas aeruginosa strain D2-463 463112_S38_R1_001_contig_1, whole genome shotgun sequence"
"GCF_003325585.1_ASM332558v1_genomic.fna","NZ_QOQY01000233.1","pseudomonas_aeruginosa","aeruginosa",1,0,245,6901821,78454,99.36,0.88,94.96,"Pseudomonas aeruginosa strain H2-9me PME_14_S40_R1_001_contig_1, whole genome shotgun sequence"
"GCF_003325625.1_ASM332562v1_genomic.fna","NZ_QORA01000122.1","pseudomonas_aeruginosa","aeruginosa",1,0,253,7000452,90509,98.93,1.25,92.68,"Pseudomonas aeruginosa strain F2-1206 1206115_S36_R2_001_contig_1, whole genome shotgun sequence"
"GCF_003325715.1_ASM332571v1_genomic.fna","NZ_QORC01000045.1","pseudomonas_aeruginosa","aeruginosa",1,0,265,6949373,90785,99.68,0.43,97.53,"Pseudomonas aeruginosa strain I1-408 408_07_S41_R1_001_contig_1, whole genome shotgun sequence"
"GCF_003332375.1_ASM333237v1_genomic.fna","NZ_QDGE01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,87,6335442,238949,99.68,0.08,99.28,"Pseudomonas aeruginosa strain PA66 contig000001, whole genome shotgun sequence"
"GCF_003332385.1_ASM333238v1_genomic.fna","NZ_QDGF01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,82,6262808,261494,99.68,0.08,99.28,"Pseudomonas aeruginosa strain PA64 contig000001, whole genome shotgun sequence"
"GCF_003332415.1_ASM333241v1_genomic.fna","NZ_QDGG01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,71,6287743,305308,99.68,0.08,99.28,"Pseudomonas aeruginosa strain PA59 contig000001, whole genome shotgun sequence"
"GCF_003332425.1_ASM333242v1_genomic.fna","NZ_QDGH01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,72,6234048,217463,99.68,0.08,99.28,"Pseudomonas aeruginosa strain PA55 contig000001, whole genome shotgun sequence"
"GCF_003332455.1_ASM333245v1_genomic.fna","NZ_QDGI01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,58,6756879,495560,99.36,0.16,98.56,"Pseudomonas aeruginosa strain PA175 contig000001, whole genome shotgun sequence"
"GCF_003332475.1_ASM333247v1_genomic.fna","NZ_QDGC01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,78,6143875,255650,99.67,0.08,99.27,"Pseudomonas aeruginosa strain PA92 contig000001, whole genome shotgun sequence"
"GCF_003332485.1_ASM333248v1_genomic.fna","NZ_QDGD01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,71,6169368,317862,99.57,0.08,99.17,"Pseudomonas aeruginosa strain PA86 contig000001, whole genome shotgun sequence"
"GCF_003332525.1_ASM333252v1_genomic.fna","NZ_QDGS01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,58,6328834,245334,99.68,0.08,99.28,"Pseudomonas aeruginosa strain PA57 contig000001, whole genome shotgun sequence"
"GCF_003332535.1_ASM333253v1_genomic.fna","NZ_QDGV01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,71,6305944,497400,99.6,0.08,99.2,"Pseudomonas aeruginosa strain PA100 contig000001, whole genome shotgun sequence"
"GCF_003332565.1_ASM333256v1_genomic.fna","NZ_QDGJ01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,53,6337334,317216,99.68,0.08,99.28,"Pseudomonas aeruginosa strain PA171 contig000001, whole genome shotgun sequence"
"GCF_003332575.1_ASM333257v1_genomic.fna","NZ_QDGK01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,43,6246391,317459,99.68,0.08,99.28,"Pseudomonas aeruginosa strain PA157 contig000001, whole genome shotgun sequence"
"GCF_003332585.1_ASM333258v1_genomic.fna","NZ_QDGU01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,57,6243717,408343,99.6,0.13,98.95,"Pseudomonas aeruginosa strain PA102 contig000001, whole genome shotgun sequence"
"GCF_003332625.1_ASM333262v1_genomic.fna","NZ_QDGL01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,55,6313679,296616,99.68,0.11,99.13,"Pseudomonas aeruginosa strain PA149 contig000001, whole genome shotgun sequence"
"GCF_003332645.1_ASM333264v1_genomic.fna","NZ_QDGM01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,59,6386585,310561,99.68,0.11,99.13,"Pseudomonas aeruginosa strain PA82 contig000001, whole genome shotgun sequence"
"GCF_003332655.1_ASM333265v1_genomic.fna","NZ_QDGW01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,97,6281273,146159,99.68,0.08,99.28,"Pseudomonas aeruginosa strain PA40 contig000001, whole genome shotgun sequence"
"GCF_003332665.1_ASM333266v1_genomic.fna","NZ_QDGN01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,212,7142578,154362,99.68,0.85,95.43,"Pseudomonas aeruginosa strain PA37 contig000001, whole genome shotgun sequence"
"GCF_003332705.2_ASM333270v2_genomic.fna","NZ_CP032552.1","pseudomonas_aeruginosa","aeruginosa",1,0,1,6810079,6810079,99.31,0.49,96.86,"Pseudomonas aeruginosa strain PA34 chromosome, complete genome"
"GCF_003332715.1_ASM333271v1_genomic.fna","NZ_QDGP01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,160,7090603,125781,99.68,0.85,95.43,"Pseudomonas aeruginosa strain PA33 contig000001, whole genome shotgun sequence"
"GCF_003332735.1_ASM333273v1_genomic.fna","NZ_QDGX01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,150,7099765,166651,99.68,0.85,95.43,"Pseudomonas aeruginosa strain PA32 contig000001, whole genome shotgun sequence"
"GCF_003332755.1_ASM333275v1_genomic.fna","NZ_QDGO01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,148,7092294,161888,99.68,0.85,95.43,"Pseudomonas aeruginosa strain PA35 contig000001, whole genome shotgun sequence"
"GCF_003332785.1_ASM333278v1_genomic.fna","NZ_QDGQ01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,133,7099448,169169,99.68,0.85,95.43,"Pseudomonas aeruginosa strain PA31 contig000001, whole genome shotgun sequence"
"GCF_003332795.1_ASM333279v1_genomic.fna","NZ_QDGR01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,54,6359175,257960,99.68,0.13,99.03,"Pseudomonas aeruginosa strain PA17 contig000001, whole genome shotgun sequence"
"GCF_003340635.1_ASM334063v1_genomic.fna","NZ_QPLW01000010.1","pseudomonas_aeruginosa","aeruginosa",1,0,87,6597606,195834,99.68,0.55,96.93,"Pseudomonas aeruginosa strain nmrcch-6-2018 NODE_10_length_228519_cov_59.140596, whole genome shotgun sequence"
"GCF_003347525.1_ASM334752v1_genomic.fna","NZ_QBLE01000001.1","pseudomonas_aeruginosa","aeruginosa",1,0,72,6468234,215259,99.68,0.13,99.03,"Pseudomonas aeruginosa strain LV scaffold_0, whole genome shotgun sequence"
"GCF_003349815.1_ASM334981v1_genomic.fna","NZ_QQAQ01000001.1","pseudomonas_fluorescens","brassicacearum_group",0,0,32,6540503,753895,100,0.08,99.6,"Pseudomonas fluorescens strain AG1429 Ga0222389_101, whole genome shotgun sequence"
"GCF_003350145.1_ASM335014v1_genomic.fna","NZ_QLKZ01000001.1","pseudomonas_chlororaphis","chlororaphis",1,0,38,6621816,355467,100,0.4,98,"Pseudomonas chlororaphis strain HAMBI_1977 LPGKLAMA_1, whole genome shotgun sequence"
"GCF_003350225.1_ASM335022v1_genomic.fna","NZ_QLLF01000001.1","pseudomonas_putida","putida",1,0,90,6425774,167218,100,0.22,98.9,"Pseudomonas putida strain HAMBI_6 AMIEGGJA_1, whole genome shotgun sequence"
"GCF_003353515.1_ASM335351v1_genomic.fna","NZ_QRAW01000001.1","pseudomonas_sp.","fulva",1,0,37,4692529,267315,100,0.11,99.45,"Pseudomonas sp. LAMO17WK12:I3 F633DRAFT_scaffold00001.1, whole genome shotgun sequence"
"GCF_003363095.1_ASM336309v1_genomic.fna","NZ_QRBA01000001.1","pseudomonas_fluorescens","marginalis",1,0,47,7034426,331264,99.6,0.8,95.6,"Pseudomonas fluorescens strain AHK-1 scaffold1, whole genome shotgun sequence"
"GCF_003369735.1_ASM336973v1_genomic.fna","NZ_CP030913.1","pseudomonas_aeruginosa","aeruginosa",1,0,2,6954674,6868832,99.68,0.29,98.23,"Pseudomonas aeruginosa strain Y89 chromosome, complete genome"
"GCF_003369755.1_ASM336975v1_genomic.fna","NZ_CP030912.1","pseudomonas_aeruginosa","aeruginosa",1,0,1,7106857,7106857,99.68,0.08,99.28,"Pseudomonas aeruginosa strain Y82 chromosome, complete genome"
"GCF_003369775.1_ASM336977v1_genomic.fna","NZ_CP030910.1","pseudomonas_aeruginosa","aeruginosa",1,0,1,6831076,6831076,99.68,0.16,98.88,"Pseudomonas aeruginosa strain Y31 chromosome, complete genome"
"GCF_003385095.1_ASM338509v1_genomic.fna","NZ_QUMY01000001.1","pseudomonas_sp.","panacis",1,0,38,6598315,398386,100,1.3,93.5,"Pseudomonas sp. GV082 Ga0215788_101, whole genome shotgun sequence"
"GCF_003385705.1_ASM338570v1_genomic.fna","NZ_QRDL01000001.1","pseudomonas_oleovorans","oryzihabitans_group",0,0,17,5229429,892728,98.6,0.54,95.9,"Pseudomonas oleovorans strain AG1002 Ga0222392_101, whole genome shotgun sequence"
